#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
3186202	148281	1488	127139	107870	RP5-1037B23.1	RP11-59C5.2	SYT6	CTBP2	sytVI	-	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.928434124	-	BioPlex HCT HCT116 cells CompPASS score = 0.928434124, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q5T7P8	I6L9C3	NP_995320|NP_001257734	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3186974	2295	1488	108584	107870	-	RP11-59C5.2	FOXF2	CTBP2	FKHL6|FREAC-2|FREAC2	-	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.962897034	-	BioPlex HCT HCT116 cells CompPASS score = 0.962897034, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q12947	-	NP_001443	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3190118	23466	1488	117028	107870	RP3-327J16.5	RP11-59C5.2	CBX6	CTBP2	-	-	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.788969593	-	BioPlex HCT HCT116 cells CompPASS score = 0.788969593, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	O95503	B0QXZ6	NP_055107|NP_001290423	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3193696	84458	1487	124093	107869	-	-	LCOR	CTBP1	MLR2	BARS	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.993152488	-	BioPlex HCT HCT116 cells CompPASS score = 0.993152488, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q96JN0	-	NP_001333445|NP_115816|NP_001164236|NP_001164237	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3199715	672	1487	107140	107869	-	-	BRCA1	CTBP1	BRCAI|BRCC1|BROVCA1|FANCS|IRIS|PNCA4|PPP1R53|PSCP|RNF53	BARS	Affinity Capture-Western	physical	Di LJ (2010)	PUBMED:21102443	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P38398	E9PFZ0|A0A024R1V0	NP_009229|NP_009228|NP_009230|NP_009231|NP_009225	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3199717	1487	3065	107869	109315	-	RP4-811H24.2	CTBP1	HDAC1	BARS	GON-10|HD1|RPD3|RPD3L1	Affinity Capture-Western	physical	Di LJ (2010)	PUBMED:21102443	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	Q13547	Q6IT96	NP_004955	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3199718	1487	5934	107869	111869	-	-	CTBP1	RBL2	BARS	P130|Rb2	Affinity Capture-Western	physical	Di LJ (2010)	PUBMED:21102443	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	Q08999	-	NP_001310538|NP_001310540|NP_001310537|NP_001310539|NP_005602	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3199719	1487	672	107869	107140	-	-	CTBP1	BRCA1	BARS	BRCAI|BRCC1|BROVCA1|FANCS|IRIS|PNCA4|PPP1R53|PSCP|RNF53	Affinity Capture-Western	physical	Di LJ (2010)	PUBMED:21102443	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	P38398	E9PFZ0|A0A024R1V0	NP_009229|NP_009228|NP_009230|NP_009231|NP_009225	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3199720	1487	1487	107869	107869	-	-	CTBP1	CTBP1	BARS	BARS	Affinity Capture-Western	physical	Di LJ (2010)	PUBMED:21102443	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3199721	1487	1874	107869	108206	-	-	CTBP1	E2F4	BARS	E2F-4	Affinity Capture-Western	physical	Di LJ (2010)	PUBMED:21102443	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	Q16254	-	NP_001941	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3199722	1487	2033	107869	108347	-	RP1-85F18.1	CTBP1	EP300	BARS	KAT3B|RSTS2|p300	Affinity Capture-Western	physical	Di LJ (2010)	PUBMED:21102443	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	Q09472	Q7Z6C1	NP_001349772|NP_001420	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3199726	1874	1487	108206	107869	-	-	E2F4	CTBP1	E2F-4	BARS	Affinity Capture-Western	physical	Di LJ (2010)	PUBMED:21102443	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q16254	-	NP_001941	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3211602	5045	1487	111082	107869	-	-	FURIN	CTBP1	FUR|PACE|PCSK3|SPC1	BARS	Proximity Label-MS	physical	Liu X (2021)	PUBMED:34709727	9606	9606	High Throughput	0.98	-	BioID|High confidence interactions are assigned based on their statistical filtering score (BFDR =< 0.01) and further refined using the CRAPome contaminant repository.|The associated score is the original published SAINT score determined by the authors using Significance Analysis of INTeractome (SAINT) express version 3.6.0.	-	BIOGRID	P09958	A0A024RC70	NP_001369550|NP_001369549|NP_001369548|NP_002560|NP_001276753|NP_001276752	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3212509	682	1487	107147	107869	UNQ6505/PRO21383	-	BSG	CTBP1	5F7|CD147|EMMPRIN|M6|OK|TCSF	BARS	Proximity Label-MS	physical	Liu X (2021)	PUBMED:34709727	9606	9606	High Throughput	1.0	-	BioID|High confidence interactions are assigned based on their statistical filtering score (BFDR =< 0.01) and further refined using the CRAPome contaminant repository.|The associated score is the original published SAINT score determined by the authors using Significance Analysis of INTeractome (SAINT) express version 3.6.0.	-	BIOGRID	P35613	Q54A51	NP_940991|NP_940993|NP_940992|NP_001309172|NP_001719	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3213301	59272	1487	121864	107869	UNQ868/PRO1885	-	ACE2	CTBP1	ACEH	BARS	Proximity Label-MS	physical	Liu X (2021)	PUBMED:34709727	9606	9606	High Throughput	1.0	-	BioID|High confidence interactions are assigned based on their statistical filtering score (BFDR =< 0.01) and further refined using the CRAPome contaminant repository.|The associated score is the original published SAINT score determined by the authors using Significance Analysis of INTeractome (SAINT) express version 3.6.0.	-	BIOGRID	Q9BYF1	-	NP_068576	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3213451	56649	1487	121163	107869	UNQ776/PRO1570	-	TMPRSS4	CTBP1	CAPH2|MT-SP2|TMPRSS3	BARS	Proximity Label-MS	physical	Liu X (2021)	PUBMED:34709727	9606	9606	High Throughput	0.99	-	BioID|High confidence interactions are assigned based on their statistical filtering score (BFDR =< 0.01) and further refined using the CRAPome contaminant repository.|The associated score is the original published SAINT score determined by the authors using Significance Analysis of INTeractome (SAINT) express version 3.6.0.	-	BIOGRID	Q9NRS4	B7Z8X1|B7Z458|B7Z900	NP_001077416|NP_001167022|NP_001167023|NP_063947|NP_001277023|NP_001277025	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3312036	8450	1488	114028	107870	-	RP11-59C5.2	CUL4B	CTBP2	CUL-4B|MRXHF2|MRXS15|MRXSC|SFM2	-	Affinity Capture-MS	physical	Huang W (2021)	PUBMED:34026424	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q13620	K4DI93	NP_003579|NP_001317553|NP_001073341|NP_001356074	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3312149	8450	1487	114028	107869	-	-	CUL4B	CTBP1	CUL-4B|MRXHF2|MRXS15|MRXSC|SFM2	BARS	Affinity Capture-Western	physical	Huang W (2021)	PUBMED:34026424	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13620	K4DI93	NP_003579|NP_001317553|NP_001073341|NP_001356074	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3312150	8450	1488	114028	107870	-	RP11-59C5.2	CUL4B	CTBP2	CUL-4B|MRXHF2|MRXS15|MRXSC|SFM2	-	Affinity Capture-Western	physical	Huang W (2021)	PUBMED:34026424	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13620	K4DI93	NP_003579|NP_001317553|NP_001073341|NP_001356074	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3313724	2004	1487	108319	107869	-	-	ELK3	CTBP1	ERP|NET|SAP2	BARS	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	P41970	A0A024RBE2	NP_005221	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3315499	11278	1487	116434	107869	HSPC122	-	KLF12	CTBP1	AP-2rep|AP2REP	BARS	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	Q9Y4X4	Q8WWI3	NP_009180	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3315505	11278	1488	116434	107870	HSPC122	RP11-59C5.2	KLF12	CTBP2	AP-2rep|AP2REP	-	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	Q9Y4X4	Q8WWI3	NP_009180	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3315929	51274	1488	119426	107870	-	RP11-59C5.2	KLF3	CTBP2	BKLF	-	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	P57682	A0A024R9T8	NP_057615	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3315930	51274	1487	119426	107869	-	-	KLF3	CTBP1	BKLF	BARS	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	P57682	A0A024R9T8	NP_057615	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3316248	11279	1488	116435	107870	RP13-1021K9.1	RP11-59C5.2	KLF8	CTBP2	BKLF3|ZNF741	-	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	O95600	Q05BZ3|A0A024R9X4	NP_001311034|NP_009181|NP_001152768|NP_001311031|NP_001311033	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3316252	11279	1487	116435	107869	RP13-1021K9.1	-	KLF8	CTBP1	BKLF3|ZNF741	BARS	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	O95600	Q05BZ3|A0A024R9X4	NP_001311034|NP_009181|NP_001152768|NP_001311031|NP_001311033	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3318715	55553	1488	120714	107870	-	RP11-59C5.2	SOX6	CTBP2	HSSOX6|SOXD	-	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	P35712	-	NP_001139283|NP_001139291|NP_059978|NP_201583	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3318762	55553	1487	120714	107869	-	-	SOX6	CTBP1	HSSOX6|SOXD	BARS	Proximity Label-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	P35712	-	NP_001139283|NP_001139291|NP_059978|NP_201583	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3321013	11279	1488	116435	107870	RP13-1021K9.1	RP11-59C5.2	KLF8	CTBP2	BKLF3|ZNF741	-	Affinity Capture-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	Filtered using SAINT software tools (cutoff 0.74) and CRAPome database	-	BIOGRID	O95600	Q05BZ3|A0A024R9X4	NP_001311034|NP_009181|NP_001152768|NP_001311031|NP_001311033	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3321014	11279	1487	116435	107869	RP13-1021K9.1	-	KLF8	CTBP1	BKLF3|ZNF741	BARS	Affinity Capture-MS	physical	Goos H (2022)	PUBMED:35140242	9606	9606	High Throughput	-	-	Filtered using SAINT software tools (cutoff 0.74) and CRAPome database	-	BIOGRID	O95600	Q05BZ3|A0A024R9X4	NP_001311034|NP_009181|NP_001152768|NP_001311031|NP_001311033	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3322767	6935	1487	112796	107869	RP11-472N13.4	-	ZEB1	CTBP1	AREB6|BZP|DELTAEF1|FECD6|NIL2A|PPCD3|TCF8|ZFHEP|ZFHX1A	BARS	Affinity Capture-MS	physical	Luo H (2021)	PUBMED:34462429	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P37275	B2RBI8	NP_001310586|NP_001310604|NP_001310592|NP_001310589|NP_001310588|NP_001310587|NP_001310605|NP_001310585|NP_001310607|NP_001310583|NP_001310601|NP_001310581|NP_001310603|NP_001167565|NP_001167564|NP_001167567|NP_001167566|NP_001310600|NP_001310582|NP_001310576|NP_001310577|NP_001310574|NP_001310575|NP_001310572|NP_001310573|NP_001310570|NP_001310571|NP_001310580|NP_001310578|NP_001310579|NP_001310584|NP_001310594|NP_001310595|NP_001310590|NP_001310591|NP_001121600|NP_001310593|NP_110378|NP_001310602|NP_001310567|NP_001310606	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3322768	6935	1488	112796	107870	RP11-472N13.4	RP11-59C5.2	ZEB1	CTBP2	AREB6|BZP|DELTAEF1|FECD6|NIL2A|PPCD3|TCF8|ZFHEP|ZFHX1A	-	Affinity Capture-MS	physical	Luo H (2021)	PUBMED:34462429	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P37275	B2RBI8	NP_001310586|NP_001310604|NP_001310592|NP_001310589|NP_001310588|NP_001310587|NP_001310605|NP_001310585|NP_001310607|NP_001310583|NP_001310601|NP_001310581|NP_001310603|NP_001167565|NP_001167564|NP_001167567|NP_001167566|NP_001310600|NP_001310582|NP_001310576|NP_001310577|NP_001310574|NP_001310575|NP_001310572|NP_001310573|NP_001310570|NP_001310571|NP_001310580|NP_001310578|NP_001310579|NP_001310584|NP_001310594|NP_001310595|NP_001310590|NP_001310591|NP_001121600|NP_001310593|NP_110378|NP_001310602|NP_001310567|NP_001310606	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3323220	8019	1488	113715	107870	RP11-374P20.3	RP11-59C5.2	BRD3	CTBP2	ORFX|RING3L	-	Affinity Capture-MS	physical	Lambert JP (2019)	PUBMED:30554943	9606	9606	High Throughput	-	-	High confidence interactions have a Bayesian FDR=<1%|Untreated sample	-	BIOGRID	Q15059	A0A024R8H6	NP_031397	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3326021	51191	1487	119365	107869	-	-	HERC5	CTBP1	CEB1|CEBP1	BARS	Affinity Capture-Western	physical	Zhu L (2021)	PUBMED:34147029	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9UII4	B4DXV3	NP_057407	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3326022	1487	1387	107869	107777	-	-	CTBP1	CREBBP	BARS	CBP|KAT3A|RSTS	Affinity Capture-Western	physical	Zhu L (2021)	PUBMED:34147029	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	Q92793	-	NP_001073315|NP_004371	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3326023	1487	3065	107869	109315	-	RP4-811H24.2	CTBP1	HDAC1	BARS	GON-10|HD1|RPD3|RPD3L1	Affinity Capture-Western	physical	Zhu L (2021)	PUBMED:34147029	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	Q13547	Q6IT96	NP_004955	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3326024	1487	4609	107869	110694	-	-	CTBP1	MYC	BARS	MRTL|MYCC|bHLHe39|c-Myc	Affinity Capture-Western	physical	Zhu L (2021)	PUBMED:34147029	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	P01106	-	NP_002458|NP_001341799	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3326025	3065	1487	109315	107869	RP4-811H24.2	-	HDAC1	CTBP1	GON-10|HD1|RPD3|RPD3L1	BARS	Affinity Capture-Western	physical	Zhu L (2021)	PUBMED:34147029	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13547	Q6IT96	NP_004955	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3326028	51191	1487	119365	107869	-	-	HERC5	CTBP1	CEB1|CEBP1	BARS	Affinity Capture-MS	physical	Zhu L (2021)	PUBMED:34147029	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9UII4	B4DXV3	NP_057407	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	-	-	-	-	-	-	Homo sapiens	Homo sapiens
